ptp,condition,hidden_pa_img_type,hidden_pa_img_row_number_across_blocks,border_dist_closest,counterbalancing,mouse_error_mean,mouse_error_sd,mouse_error_n,y_hat_three_param,y_hat_two_param
sub_019,schema_2_2,near_far_combined,2,all,cb4,119.58635445825668,87.89685046602948,4,142.1576683395835,142.15772884571052
sub_019,schema_2_2,near_far_combined,3,all,cb4,119.75750770126395,48.83776860768275,4,126.15143290378677,126.15143577283277
sub_019,schema_2_2,near_far_combined,4,all,cb4,124.8278847640252,70.78194675636543,4,111.94741873278139,111.94737617691861
sub_019,schema_2_2,near_far_combined,5,all,cb4,96.74406615701335,91.38143399078314,4,99.342704814922,99.34262702696397
sub_019,schema_2_2,near_far_combined,6,all,cb4,134.6898938613379,80.61824105517722,4,88.15721801954851,88.15711347286815
sub_019,schema_2_2,near_far_combined,7,all,cb4,50.443013655226636,28.92275466376104,4,78.23116054098875,78.2310362474986
sub_019,schema_2_2,near_far_combined,8,all,cb4,57.201386389673495,35.623003681623864,4,69.42272699937263,69.42258873120889
sub_019,schema_4_2,all_pa,1,1,cb4,144.5816993877564,NA,1,NA,NA
sub_019,schema_4_2,all_pa,1,2,cb4,296.99278224818784,NA,1,NA,NA
sub_019,schema_4_2,all_pa,1,3,cb4,172.6855187423672,21.640822081902638,2,NA,NA
sub_019,schema_4_2,all_pa,1,4,cb4,203.70669131355143,31.578623373217276,2,NA,NA
sub_019,schema_4_2,all_pa,1,all,cb4,199.0598169579636,55.60334470936315,6,206.554606101557,202.211001651972
sub_019,schema_4_2,all_pa,2,1,cb4,46.70846066668824,NA,1,NA,NA
sub_019,schema_4_2,all_pa,2,2,cb4,32.658175967428605,NA,1,NA,NA
sub_019,schema_4_2,all_pa,2,3,cb4,130.0887389924124,122.24309687769484,2,NA,NA
sub_019,schema_4_2,all_pa,2,4,cb4,257.5191703863807,70.23197112424648,2,NA,NA
sub_019,schema_4_2,all_pa,2,all,cb4,142.43040923195053,116.51954228538986,6,112.26629081948619,119.3235965763065
sub_019,schema_4_2,all_pa,3,1,cb4,31.45123682546622,NA,1,NA,NA
sub_019,schema_4_2,all_pa,3,2,cb4,44.43668481693398,NA,1,NA,NA
sub_019,schema_4_2,all_pa,3,3,cb4,28.455442788332086,2.9142963921679446,2,NA,NA
sub_019,schema_4_2,all_pa,3,4,cb4,37.11452529625518,3.638340974102221,2,NA,NA
sub_019,schema_4_2,all_pa,3,all,cb4,34.50464296859579,6.580395277299672,6,64.90624113203933,70.41219609015417
sub_019,schema_4_2,all_pa,4,1,cb4,44.32541931952322,NA,1,NA,NA
sub_019,schema_4_2,all_pa,4,2,cb4,40.16151245308786,NA,1,NA,NA
sub_019,schema_4_2,all_pa,4,3,cb4,29.585433811862444,10.97696038752522,2,NA,NA
sub_019,schema_4_2,all_pa,4,4,cb4,55.579744519324066,23.529848051143365,2,NA,NA
sub_019,schema_4_2,all_pa,4,all,cb4,42.469548072497346,16.484380470470587,6,41.117775936883334,41.54984848338693
sub_019,schema_4_2,all_pa,5,1,cb4,21.24909522430455,NA,1,NA,NA
sub_019,schema_4_2,all_pa,5,2,cb4,20.227075481134964,NA,1,NA,NA
sub_019,schema_4_2,all_pa,5,3,cb4,17.3827347828513,10.754586694038379,2,NA,NA
sub_019,schema_4_2,all_pa,5,4,cb4,35.511352605423966,9.91406441592244,2,NA,NA
sub_019,schema_4_2,all_pa,5,all,cb4,24.544057580331675,10.83120610393247,6,29.16907486761184,24.518336379992764
sub_019,schema_4_2,all_pa,6,1,cb4,25.486681283595214,NA,1,NA,NA
sub_019,schema_4_2,all_pa,6,2,cb4,33.865915128924705,NA,1,NA,NA
sub_019,schema_4_2,all_pa,6,3,cb4,19.685962793166354,7.153421197834253,2,NA,NA
sub_019,schema_4_2,all_pa,6,4,cb4,21.796183249821983,13.263108325612125,2,NA,NA
